ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
455,Maplewood Ave & Peterson Ave,11,11,In Service,41.990236029,-87.69336964,"(41.99023602867, -87.6933696402)"
457,Clark St & Elmdale Ave,15,15,In Service,41.990860448,-87.66972363,"(41.990860448125574, -87.66972362995148)"
458,Broadway & Thorndale Ave,19,19,In Service,41.989742511,-87.660140621,"(41.98974251144, -87.6601406209)"
463,Clark St & Berwyn Ave,19,19,In Service,41.978030622,-87.668564916,"(41.978030622486564, -87.66856491565704)"
461,Broadway & Ridge Ave,15,15,In Service,41.984044611,-87.660273829,"(41.9840446107, -87.6602738295)"
484,Monticello Ave & Irving Park Rd,15,15,In Service,41.954004839,-87.71912818,"(41.95400483876, -87.7191281797)"
464,Damen Ave & Foster Ave,15,15,In Service,41.975614805,-87.679459039,"(41.97561480459, -87.6794590387)"
466,Ridge Blvd & Touhy Ave,11,11,In Service,42.012132277,-87.682912644,"(42.01213227742, -87.6829126443)"
467,Western Ave & Lunt Ave,15,15,In Service,42.008594397,-87.690492239,"(42.0085943972, -87.6904922389)"
468,Budlong Woods Library,11,11,In Service,41.983664709,-87.696422561,"(41.98366470886, -87.6964225611)"
442,California Ave & 23rd Pl,11,11,In Service,41.849109692,-87.695139807,"(41.84910969176, -87.6951398068)"
469,St. Louis Ave & Balmoral Ave,15,15,In Service,41.980394235,-87.716114961,"(41.98039423475, -87.7161149615)"
471,Francisco Ave & Foster Ave,15,15,In Service,41.975632725,-87.701419439,"(41.97563272521, -87.7014194389)"
474,Christiana Ave & Lawrence Ave,15,15,In Service,41.968354494,-87.711830667,"(41.96835449363, -87.7118306675)"
649,Stewart Ave & 63rd St,11,11,In Service,41.779835,-87.634774,"(41.779835, -87.634774)"
478,Rockwell St & Eastwood Ave,15,15,In Service,41.96590014,-87.693638494,"(41.96590013976, -87.6936384935)"
479,Drake Ave & Montrose Ave,15,15,In Service,41.961154076,-87.716569073,"(41.96115407569, -87.7165690733)"
482,Campbell Ave & Montrose Ave,15,15,In Service,41.961525933,-87.691165041,"(41.96152593287, -87.6911650414)"
486,Oakley Ave & Irving Park Rd,15,15,In Service,41.954340852,-87.686079624,"(41.95434085219, -87.6860796243)"
487,California Ave & Byron St,19,19,In Service,41.952162193,-87.698051113,"(41.95216219326, -87.698051113)"
472,Lincoln Ave & Winona St,15,15,In Service,41.974911297,-87.692502559,"(41.97491129677, -87.6925025594)"
49,Dearborn St & Monroe St,39,39,In Service,41.881319815,-87.629520919,"(41.881319815, -87.6295209193)"
476,Kedzie Ave & Leland Ave,15,15,In Service,41.966686362,-87.708051981,"(41.96668636205, -87.7080519806)"
236,Sedgwick St & Schiller St,15,15,In Service,41.907626,-87.638566,"(41.907626, -87.638566)"
334,DuSable Lake Shore Dr & Belmont Ave,19,19,In Service,41.940775,-87.639192,"(41.940775, -87.639192)"
134,Peoria St & Jackson Blvd,19,19,In Service,41.877641596,-87.649617791,"(41.8776415962753, -87.64961779117584)"
490,Troy St & Elston Ave,15,15,In Service,41.945243568,-87.706649901,"(41.94524356848, -87.7066499009)"
604,Sheridan Rd & Noyes St (NU),15,15,In Service,42.058239,-87.677432,"(42.058239, -87.677432)"
491,Talman Ave & Addison St,15,15,In Service,41.946635831,-87.694614758,"(41.9466358306, -87.694614758)"
494,Kedzie Ave & Bryn Mawr Ave,15,15,In Service,41.982229759,-87.708886564,"(41.98222975911517, -87.70888656377792)"
495,Keystone Ave & Montrose Ave,11,11,In Service,41.961108016,-87.728970101,"(41.96110801623, -87.7289701012)"
498,California Ave & Fletcher St,19,19,In Service,41.938428791,-87.698007756,"(41.93842879148, -87.698007756)"
499,Kosciuszko Park,15,15,In Service,41.930585371,-87.723777364,"(41.93058537138, -87.7237773635)"
173,Mies van der Rohe Way & Chicago Ave,15,15,In Service,41.896944626,-87.621757686,"(41.896944626370825, -87.62175768613815)"
500,Central Park Ave & Elbridge Ave,15,15,In Service,41.935337283,-87.716889294,"(41.93533728263, -87.7168892935)"
503,St. Louis Ave & Fullerton Ave,15,15,In Service,41.924815597,-87.714495063,"(41.92481559681187, -87.71449506282805)"
504,Campbell Ave & Fullerton Ave,15,15,In Service,41.924632472,-87.689307006,"(41.92463247165, -87.6893070063)"
505,Winchester Ave & Elston Ave,15,15,In Service,41.92409085,-87.676460075,"(41.92409085038, -87.6764600747)"
506,Spaulding Ave & Armitage Ave,15,15,In Service,41.917108035,-87.710220963,"(41.917108034789315, -87.71022096276283)"
229,Southport Ave & Roscoe St,19,19,In Service,41.943739,-87.66402,"(41.943739, -87.66402)"
507,Humboldt Blvd & Armitage Ave,19,19,In Service,41.917513394,-87.701808955,"(41.91751339399, -87.7018089555)"
1594046461117682452,Washtenaw Ave & Peterson Ave,9,9,In Service,41.99066,-87.697075,"(41.99066, -87.697075)"
508,Central Park Ave & North Ave,15,15,In Service,41.909656876,-87.716631952,"(41.90965687563, -87.7166319516)"
509,Troy St & North Ave,15,15,In Service,41.909769302,-87.705280487,"(41.90976930169, -87.7052804871)"
510,Spaulding Ave & Division St,11,11,In Service,41.902706594,-87.709219571,"(41.90270659438, -87.709219571)"
511,Albany Ave & Bloomingdale Ave,15,15,In Service,41.914026713,-87.705126462,"(41.91402671273, -87.705126462)"
523,Eastlake Ter & Rogers Ave,15,15,In Service,42.020887281,-87.665057927,"(42.0208872805206, -87.66505792737007)"
54,Ogden Ave & Chicago Ave,19,19,In Service,41.896362458,-87.654061273,"(41.896362458, -87.6540612729)"
561,Damen Ave & 59th St,11,11,In Service,41.785861065,-87.67414391,"(41.785861065132, -87.67414391040802)"
57,Clinton St & Roosevelt Rd,15,15,In Service,41.867117783,-87.641087959,"(41.8671177825, -87.6410879593)"
1594046435347878644,Lincoln Ave & Balmoral Ave,9,9,In Service,41.979461,-87.693013,"(41.979461, -87.693013)"
58,Elston Ave & Cortland St,23,23,In Service,41.916433429,-87.666746378,"(41.91643342912655, -87.66674637794495)"
1594046409578074830,Milwaukee Ave & Fullerton Ave,9,9,In Service,41.924691,-87.70055,"(41.924691, -87.70055)"
591,Kilbourn Ave & Milwaukee Ave,15,15,In Service,41.947070894,-87.740008235,"(41.94707089418471, -87.74000823497772)"
60,Dayton St & North Ave,19,19,In Service,41.910578035,-87.649421929,"(41.9105780349, -87.6494219288)"
62,McCormick Place,27,27,In Service,41.851375173,-87.618834649,"(41.8513751729, -87.6188346489)"
141,Clark St & Lincoln Ave,23,23,In Service,41.915689,-87.6346,"(41.915689, -87.6346)"
625,Dodge Ave & Main St,15,15,In Service,42.034631852,-87.699187696,"(42.03463185161588, -87.69918769598006)"
586,MLK Jr Dr & 83rd St,11,11,In Service,41.743116,-87.6148,"(41.743116, -87.6148)"
50,Clark St & Ida B Wells Dr,35,35,In Service,41.875932666,-87.630584536,"(41.8759326655, -87.6305845355)"
570,Evans Ave & 75th St,7,7,In Service,41.75849,-87.60641,"(41.75849, -87.60641)"
501,Richmond St & Diversey Ave,15,15,In Service,41.931901969,-87.70119513,"(41.93190196886, -87.7011951301)"
56,Desplaines St & Kinzie St,27,27,In Service,41.888716036,-87.644447853,"(41.888716036, -87.6444478533)"
621,Aberdeen St & Randolph St,15,15,In Service,41.884114,-87.654264,"(41.884114, -87.654264)"
439,Kedzie Ave & 21st St,11,11,In Service,41.853533632,-87.705073032,"(41.85353363213, -87.7050730318)"
647,Elizabeth St & 59th St,7,7,In Service,41.78969688,-87.654697895,"(41.789696880483376, -87.65469789505005)"
67,Sheffield Ave & Fullerton Ave,27,27,In Service,41.925601882,-87.653708042,"(41.9256018819, -87.6537080423)"
707,Torrence Ave & 106th St,15,15,In Service,41.70280085,-87.559726238,"(41.702800850225906, -87.55972623825073)"
673,Lincoln Park Conservatory,31,31,In Service,41.923931311,-87.635824531,"(41.92393131136619, -87.63582453131676)"
678,Halsted St & 73rd St,15,15,In Service,41.761605438,-87.644160977,"(41.76160543804394, -87.64416097666071)"
638,Clinton St & Jackson Blvd,31,31,In Service,41.878316612,-87.640981078,"(41.878316611830684, -87.64098107814789)"
681,Halsted St & 78th St,15,15,In Service,41.752487012,-87.643902157,"(41.75248701249013, -87.6439021574879)"
682,Eberhart Ave & 91st St,15,15,In Service,41.729285157,-87.611031532,"(41.729285157254864, -87.6110315322876)"
69,Damen Ave & Pierce Ave,23,23,In Service,41.909396007,-87.677691929,"(41.9093960065, -87.6776919292)"
686,East End Ave & 87th St,15,15,In Service,41.736815214,-87.582801282,"(41.73681521440671, -87.58280128240585)"
687,Loomis Blvd & 84th St,15,15,In Service,41.741486529,-87.658410072,"(41.741486528618054, -87.65841007232666)"
689,Elizabeth St & 92nd St,15,15,In Service,41.726798964,-87.654290199,"(41.726798963701185, -87.65429019927979)"
691,Eggleston Ave & 92nd St,15,15,In Service,41.727575659,-87.634828091,"(41.727575659299575, -87.63482809066771)"
692,Marquette Ave & 89th St,15,15,In Service,41.733668791,-87.558342218,"(41.733668790714724, -87.55834221839905)"
693,Baltimore Ave & 87th St,15,15,In Service,41.7373356,-87.548514605,"(41.737335600416664, -87.54851460456847)"
694,Houston Ave & 92nd St,15,15,In Service,41.728204215,-87.549700141,"(41.72820421535798, -87.54970014095306)"
685,Summit Ave & 86th St,15,15,In Service,41.737848477,-87.644899786,"(41.737848476733404, -87.64489978551863)"
696,Indiana Ave & 103rd St,15,15,In Service,41.707170271,-87.61847198,"(41.70717027117756, -87.6184719800949)"
695,Dauphin Ave & 103rd St,15,15,In Service,41.707250368,-87.607662678,"(41.7072503677818, -87.60766267776489)"
1582242285272847904,Maplewood Ave & 59th St,9,9,In Service,41.7863375,-87.6874351,"(41.7863375, -87.6874351)"
679,Ashland Ave & 74th St,15,15,In Service,41.759236024,-87.663474083,"(41.75923602425868, -87.66347408294678)"
708,Clyde Ave & 87th St,15,15,In Service,41.737151464,-87.572740316,"(41.73715146431056, -87.57274031639099)"
709,Michigan Ave & 114th St,15,15,In Service,41.687014795,-87.621052265,"(41.68701479467118, -87.62105226516724)"
712,Wentworth Ave & 104th St,15,15,In Service,41.705307997,-87.629216909,"(41.705307996998194, -87.62921690940857)"
713,Major Taylor Trail & 115th St,15,15,In Service,41.684931595,-87.645288706,"(41.68493159519296, -87.6452887058258)"
714,State St & 123rd St,15,15,In Service,41.670643837,-87.622586489,"(41.67064383687979, -87.62258648872375)"
715,Major Taylor Trail & 124th St,15,15,In Service,41.668696353,-87.637113333,"(41.66869635332246, -87.63711333274841)"
716,Eberhart Ave & 131st St,15,15,In Service,41.658413151,-87.610710897,"(41.658413151101065, -87.61071089698817)"
717,Big Marsh Park,15,15,In Service,41.685877056,-87.573823929,"(41.68587705562333, -87.57382392883301)"
718,Ewing Ave & Burnham Greenway,11,11,In Service,41.712748761,-87.534813881,"(41.71274876109496, -87.53481388092041)"
719,Avenue O & 118th St,15,15,In Service,41.681001459,-87.537931223,"(41.68100145911039, -87.5379312226869)"
720,Torrence Ave & 126th Pl,15,15,In Service,41.666312008,-87.557215691,"(41.66631200825726, -87.55721569061278)"
672,Franklin St & Illinois St,11,11,In Service,41.89102331,-87.635479867,"(41.89102331025185, -87.63547986745834)"
1582242289567815208,Rockwell St & 63rd St,6,6,In Service,41.7787905,-87.6885894,"(41.7787905, -87.6885894)"
191,Canal St & Monroe St,27,27,In Service,41.88169,-87.63953,"(41.88169, -87.63953)"
1561012887305957948,Lawndale Ave & 16th St,9,9,In Service,41.8591606,-87.7176965,"(41.8591606, -87.7176965)"
99,McClurg Ct & Ohio St,19,19,In Service,41.89259212,-87.617289126,"(41.892592119709725, -87.61728912591934)"
726,Vincennes Ave & 104th St,15,15,In Service,41.704925565,-87.65686811,"(41.70492556499764, -87.65686810958869)"
157,DuSable Lake Shore Dr & Wellington Ave,15,15,In Service,41.936688449,-87.636829019,"(41.9366884494997, -87.63682901859283)"
71,Morgan St & Lake St,23,23,In Service,41.885779252,-87.65102461,"(41.88577925240433, -87.65102460980414)"
710,Burnham Greenway & 105th St,11,11,In Service,41.704575087,-87.52823174,"(41.7045750872071, -87.52823173999786)"
711,Halsted St & 111th St,15,15,In Service,41.692262556,-87.642611861,"(41.69226255589166, -87.64261186122894)"
722,Commercial Ave & 130th St,15,15,In Service,41.659150428,-87.550762296,"(41.659150427597744, -87.55076229572296)"
723,Hale Ave & 107th St,11,11,In Service,41.699206168,-87.668918967,"(41.699206168127674, -87.66891896724701)"
76,DuSable Lake Shore Dr & Monroe St,39,39,In Service,41.880958,-87.616743,"(41.880958, -87.616743)"
477,Manor Ave & Leland Ave,11,11,In Service,41.965875,-87.700825,"(41.965875, -87.700825)"
749,Burnham Greenway & 112th St,15,15,In Service,41.691773851,-87.530431151,"(41.69177385116831, -87.53043115139008)"
197,Michigan Ave & Madison St,19,19,In Service,41.882134,-87.625125,"(41.882134, -87.625125)"
313,Lakeview Ave & Fullerton Pkwy,19,19,In Service,41.925858,-87.638973,"(41.925858, -87.638973)"
9,Leavitt St & Archer Ave,15,15,In Service,41.82879202,-87.680604459,"(41.82879201994, -87.6806044594)"
96,Desplaines St & Randolph St,23,23,In Service,41.88461619,-87.644570585,"(41.88461618962, -87.6445705849)"
721,Walden Pkwy & 100th St,15,15,In Service,41.712164104,-87.667733431,"(41.71216410359803, -87.66773343086243)"
1563698701206292482,Cicero Ave & Grace St,6,6,In Service,41.94973,-87.7469526,"(41.94973, -87.7469526)"
753,State St & Chicago Ave,15,15,In Service,41.8966172,-87.628578544,"(41.89661720040753, -87.62857854366302)"
529,Cicero Ave & Lake St,11,11,In Service,41.886841,-87.745261,"(41.886841, -87.745261)"
1561012883010990646,Komensky Ave & 31st St,9,9,In Service,41.836708,-87.725641,"(41.836708, -87.725641)"
89,Financial Pl & Ida B Wells Dr,31,31,In Service,41.875023628,-87.633094043,"(41.8750236280333, -87.6330940425396)"
674,Michigan Ave & 71st St,7,7,In Service,41.765286,-87.621748,"(41.765286, -87.621748)"
156,Clark St & Wellington Ave,15,15,In Service,41.936496822,-87.647538658,"(41.9364968219, -87.6475386582)"
154,Southport Ave & Belmont Ave,15,15,In Service,41.93947775,-87.663747668,"(41.93947775040509, -87.6637476682663)"
287,Franklin St & Monroe St,31,31,In Service,41.880317,-87.635185,"(41.880317, -87.635185)"
140,Dearborn Pkwy & Delaware Pl,19,19,In Service,41.898969,-87.629912,"(41.898969, -87.629912)"
525,Glenwood Ave & Touhy Ave,15,15,In Service,42.012701,-87.666058,"(42.012701, -87.666058)"
600,Dodge Ave & Church St,15,15,In Service,42.048308,-87.698224,"(42.048308, -87.698224)"
97,Field Museum,55,55,In Service,41.865312,-87.617867,"(41.865312, -87.617867)"
273,Michigan Ave & 18th St,23,23,In Service,41.857813,-87.62455,"(41.857813, -87.62455)"
16,Paulina Ave & North Ave,15,15,In Service,41.909854652,-87.66993016,"(41.90985465216731, -87.66993016004562)"
332,Burling St & Diversey Pkwy,19,19,In Service,41.93314,-87.64776,"(41.93314, -87.64776)"
161,Rush St & Superior St,23,23,In Service,41.895764746,-87.625908033,"(41.89576474564, -87.6259080327)"
1582242280977880604,Richmond St & 59th St,9,9,In Service,41.7865155,-87.6973314,"(41.7865155, -87.6973314)"
1561012887305957952,Tripp Ave & 15th St,9,9,In Service,41.860777,-87.7313639,"(41.860777, -87.7313639)"
454,Broadway & Granville Ave,23,23,In Service,41.994779688,-87.660284535,"(41.9947796884, -87.6602845349)"
1582242293862782510,Rockwell St & Archer Ave,9,9,In Service,41.823324,-87.689685,"(41.823324, -87.689685)"
1561012895895892552,Spaulding Ave & 16th St,9,9,In Service,41.85892,-87.707963,"(41.85892, -87.707963)"
1594046400988140226,Sacramento Ave & 25th St,9,9,In Service,41.846506,-87.700139,"(41.846506, -87.700139)"
1563698688321392630,Long Ave & Belden Ave,9,9,In Service,41.9227049,-87.760954,"(41.9227049, -87.760954)"
1521690221159885714,Hampden Ct & Diversey Ave,8,8,In Service,41.9325593,-87.6423847,"(41.9325593, -87.6423847)"
1521686986436309688,Damen Ave & Wabansia Ave,8,8,In Service,41.9122813,-87.6773211,"(41.9122813, -87.6773211)"
1521679584953491780,Kedzie Ave & 104th St,8,8,In Service,41.7037764,-87.7013952,"(41.7037764, -87.7013952)"
182,Wells St & Elm St,23,23,In Service,41.903222,-87.634324,"(41.903222, -87.634324)"
314,Ravenswood Ave & Berteau Ave,15,15,In Service,41.957921,-87.673567,"(41.957921, -87.673567)"
247,Shore Dr & 55th St,19,19,In Service,41.795212,-87.580715,"(41.795212, -87.580715)"
94,Clark St & Armitage Ave,31,31,In Service,41.918306,-87.636282,"(41.918306, -87.636282)"
1563698679731458032,Fullerton & Monitor,9,9,In Service,41.9237918,-87.7723116,"(41.9237918, -87.7723116)"
1561012891600925250,Homan Ave & Fillmore St,9,9,In Service,41.868114,-87.7109257,"(41.868114, -87.7109257)"
1622723153590485808,Mayfield & Roosevelt Rd,9,9,In Service,41.8658158,-87.7717805,"(41.8658158, -87.7717805)"
1563698705501259788,Kilpatrick Ave & Parker Ave,9,9,In Service,41.930736,-87.744082,"(41.930736, -87.744082)"
1563698688321392628,Long Ave & Belmont Ave,9,9,In Service,41.9383071,-87.761663,"(41.9383071, -87.761663)"
1563698675436490728,Meade Ave & Diversey Ave,9,9,In Service,41.9309018,-87.7784686,"(41.9309018, -87.7784686)"
536,Kostner Ave & Lake St,11,11,In Service,41.885928,-87.73541,"(41.885928, -87.73541)"
1563698679731458030,Parkside Ave & Armitage Ave,9,9,In Service,41.9169054,-87.7671806,"(41.9169054, -87.7671806)"
1563698718386161684,Mason Ave & Belmont Ave,9,9,In Service,41.9381419,-87.7749283,"(41.9381419, -87.7749283)"
1563698684026425330,Central Ave & Parker Ave,9,9,In Service,41.9301785,-87.7661217,"(41.9301785, -87.7661217)"
1561012870126088746,Keeler Ave & Roosevelt Rd,9,9,In Service,41.866402,-87.7300171,"(41.866402, -87.7300171)"
1563698718386161692,Mulligan Ave & Wellington Ave,9,9,In Service,41.9347409,-87.7844017,"(41.9347409, -87.7844017)"
1563698709796227086,Kostner Ave & Wrightwood Ave,12,12,In Service,41.9279399,-87.7359921,"(41.9279399, -87.7359921)"
1571105063705518106,Meade Ave & Addison St,9,9,In Service,41.9459174,-87.7788824,"(41.9459174, -87.7788824)"
1563698696911327228,Lockwood Ave & Wrightwood Ave,9,9,In Service,41.9278148,-87.7583757,"(41.9278148, -87.7583757)"
1563698692616359930,Lamon Ave & Armitage Ave,9,9,In Service,41.9166701,-87.7494873,"(41.9166701, -87.7494873)"
1571105050820616196,Narragansett Ave & School St,9,9,In Service,41.940128,-87.7864806,"(41.940128, -87.7864806)"
1571105050820616194,Central Ave & Roscoe St,9,9,In Service,41.942258,-87.7669331,"(41.942258, -87.7669331)"
1594046413873042136,Sacramento Blvd & Addison St,9,9,In Service,41.94609,-87.702988,"(41.94609, -87.702988)"
551,Hoyne Ave & 47th St,11,11,In Service,41.808227,-87.67718,"(41.808227, -87.67718)"
1571105059410550802,Plainfield & Irving Park,9,9,In Service,41.9524413,-87.8343105,"(41.9524413, -87.8343105)"
1571105055115583496,Long & Irving Park,9,9,In Service,41.953038,-87.7621632,"(41.953038, -87.7621632)"
1563698701206292486,Kilbourn & Roscoe,9,9,In Service,41.9427319,-87.7395332,"(41.9427319, -87.7395332)"
644,Western Ave & Fillmore St,11,11,In Service,41.868563,-87.686234,"(41.868563, -87.686234)"
646,State St & 54th St,11,11,In Service,41.796642,-87.625923,"(41.796642, -87.625923)"
706,Dauphin Ave & 87th St,15,15,In Service,41.736559023,-87.601257563,"(41.73655902282214, -87.60125756263733)"
654,Racine Ave & Washington Blvd,11,11,In Service,41.883073,-87.656952,"(41.883073, -87.656952)"
1563698722681128992,Sayre & Diversey,9,9,In Service,41.9310084,-87.8010646,"(41.9310084, -87.8010646)"
1575949510978564830,Central Park Ave & Ohio St,9,9,In Service,41.8918718,-87.7163879,"(41.8918718, -87.7163879)"
1571105068000485406,Narragansett & Irving Park,9,9,In Service,41.952614,-87.7853829,"(41.952614, -87.7853829)"
1571105055115583500,Roscoe & Harlem,9,9,In Service,41.9416062,-87.8072964,"(41.9416062, -87.8072964)"
1571105042230683636,Oketo Ave & Addison St,9,9,In Service,41.9449659,-87.8118989,"(41.9449659, -87.8118989)"
1563698709796227088,Kilbourn & Belden,9,9,In Service,41.922352,-87.739024,"(41.922352, -87.739024)"
573,State St & 79th St,11,11,In Service,41.750794,-87.624424,"(41.750794, -87.624424)"
1575949502388630222,Leamington Ave & Hirsch St,9,9,In Service,41.9058405,-87.7548602,"(41.9058405, -87.7548602)"
1571105046525650938,Shabbona Park,9,9,In Service,41.9439881,-87.7993183,"(41.9439881, -87.7993183)"
1571105042230683640,Panama Ave & Grace St,9,9,In Service,41.9476665,-87.829258,"(41.9476665, -87.829258)"
1571105059410550806,Harlem & Irving Park,9,9,In Service,41.9532568,-87.8071434,"(41.9532568, -87.8071434)"
1563698675436490730,Narragansett & Wrightwood,9,9,In Service,41.927294,-87.7852027,"(41.927294, -87.7852027)"
1563698705501259786,Kenosha & Wellington,9,9,In Service,41.9344421,-87.7337799,"(41.9344421, -87.7337799)"
1575949532952438778,Nordica & Medill,9,9,In Service,41.922278,-87.8020357,"(41.922278, -87.8020357)"
1561012878716023344,Kildare & Cermak,9,9,In Service,41.851478,-87.7311301,"(41.851478, -87.7311301)"
1575949506683597526,Narragansett & McLean,9,9,In Service,41.9158931,-87.7851104,"(41.9158931, -87.7851104)"
90,Millennium Park,47,47,In Service,41.8810317,-87.62408432,"(41.8810317, -87.62408432)"
1582242323927553626,Western Ave & 62nd St,9,9,In Service,41.780985,-87.6834204,"(41.780985, -87.6834204)"
77,Clinton St & Madison St,31,31,In Service,41.882242,-87.641066,"(41.882242, -87.641066)"
1575949493798695614,Lamon Ave & Chicago Ave,9,9,In Service,41.8952,-87.748223,"(41.8952, -87.748223)"
1575949489503728316,Monticello Ave & Chicago Ave,6,6,In Service,41.8952089,-87.7174329,"(41.8952089, -87.7174329)"
339,Emerald Ave & 31st St,11,11,In Service,41.838198,-87.645143,"(41.838198, -87.645143)"
180,Ritchie Ct & Banks St,15,15,In Service,41.906866,-87.626217,"(41.906866, -87.626217)"
1575949515273532130,Kildare Ave & Chicago Ave,9,9,In Service,41.8954359,-87.7335726,"(41.8954359, -87.7335726)"
88,Racine Ave & Randolph St,19,19,In Service,41.884069,-87.656853,"(41.884069, -87.656853)"
1575949523863466730,Long Ave & North Ave,9,9,In Service,41.909212,-87.760999,"(41.909212, -87.760999)"
1575949498093662914,Lavergne Ave & Division St,9,9,In Service,41.9021335,-87.7509517,"(41.9021335, -87.7509517)"
1575949493798695616,Kildare Ave & Division St,9,9,In Service,41.902393,-87.733598,"(41.902393, -87.733598)"
1582242315337619020,California Ave & 36th St,9,9,In Service,41.8282301,-87.6945422,"(41.8282301, -87.6945422)"
1582242311042651720,Hoyne Ave & 34th St,9,9,In Service,41.8320245,-87.6778387,"(41.8320245, -87.6778387)"
1582242319632586318,Sacramento Ave & Pershing Rd,9,9,In Service,41.8222791,-87.6996576,"(41.8222791, -87.6996576)"
47,State St & Kinzie St,31,31,In Service,41.889187,-87.627754,"(41.889187, -87.627754)"
1582242319632586320,Archer Ave & 43rd St,6,6,In Service,41.8154913,-87.7024412,"(41.8154913, -87.7024412)"
11,Jeffery Blvd & 71st St,11,11,In Service,41.766638237,-87.576450114,"(41.76663823695, -87.5764501141)"
346,Ada St & Washington Blvd,15,15,In Service,41.88283,-87.661206,"(41.88283, -87.661206)"
112,Green St & Randolph St,11,11,In Service,41.883181306,-87.648724616,"(41.88318130597391, -87.64872461557388)"
84,Milwaukee Ave & Grand Ave,19,19,In Service,41.891578,-87.648384,"(41.891578, -87.648384)"
1593766347538293664,Kildare Ave & 47th St,6,6,In Service,41.807526,-87.7308406,"(41.807526, -87.7308406)"
1594041781399920504,Tripp Ave & 65th St,9,9,In Service,41.7749163,-87.728841,"(41.7749163, -87.728841)"
1594041777104953202,Komensky Ave & 55th St,9,9,In Service,41.793279,-87.724189,"(41.793279, -87.724189)"
1582242306747684418,Artesian Ave & 55th St,12,12,In Service,41.7940135,-87.685807,"(41.7940135, -87.685807)"
133,Kingsbury St & Kinzie St,31,31,In Service,41.889176833,-87.638505772,"(41.88917683258, -87.6385057718)"
300,Broadway & Barry Ave,19,19,In Service,41.937582316,-87.644097805,"(41.93758231600629, -87.6440978050232)"
1582242289567815212,Homan Ave & 65th St,9,9,In Service,41.77446,-87.710238,"(41.77446, -87.710238)"
1594046362333434512,Damen Ave & 33rd St,9,9,In Service,41.834108,-87.67559,"(41.834108, -87.67559)"
1594041777104953206,Hamlin Ave & 62nd Pl,12,12,In Service,41.779953,-87.7178221,"(41.779953, -87.7178221)"
1575949523863466728,Kilpatrick Ave & Grand Ave,9,9,In Service,41.9127779,-87.7436434,"(41.9127779, -87.7436434)"
1582242311042651716,Spaulding Ave & 63rd St,9,9,In Service,41.7791655,-87.7056392,"(41.7791655, -87.7056392)"
1575949515273532128,Central Park & Augusta Blvd,9,9,In Service,41.8989108,-87.7164901,"(41.8989108, -87.7164901)"
225,Halsted St & Dickens Ave,23,23,In Service,41.919936,-87.64883,"(41.919936, -87.64883)"
1582242323927553620,Kedzie Ave & 57th St,9,9,In Service,41.789944,-87.703233,"(41.789944, -87.703233)"
1594041781399920506,Springfield Ave & 47th St,9,9,In Service,41.8080713,-87.7212202,"(41.8080713, -87.7212202)"
1582242302452717114,Campbell Ave & 51st St,9,9,In Service,41.8009585,-87.6867556,"(41.8009585, -87.6867556)"
1582242293862782512,Fairfield Ave & 44th St,9,9,In Service,41.813617,-87.6932272,"(41.813617, -87.6932272)"
1594046461125837998,Lincoln Ave & Peterson Ave,9,9,In Service,41.990247,-87.70858,"(41.990247, -87.70858)"
1594046456822715150,Francisco Ave & Hollywood Ave,9,9,In Service,41.984746,-87.701593,"(41.984746, -87.701593)"
1594046448262943690,Francisco Ave & Montrose Ave,9,9,In Service,41.961097,-87.702166,"(41.961097, -87.702166)"
107,Desplaines St & Jackson Blvd,27,27,In Service,41.878118901,-87.643947601,"(41.87811890091227, -87.64394760131836)"
1593766343243326364,Pulaski Rd & 60th St,9,9,In Service,41.784186,-87.722564,"(41.784186, -87.722564)"
1593766334653391752,Pulaski Rd & 51st St,12,12,In Service,41.800434,-87.7247496,"(41.800434, -87.7247496)"
1582242280977880602,St Louis Ave & 59th St,9,9,In Service,41.785987,-87.7105616,"(41.785987, -87.7105616)"
587,Wabash Ave & 83rd St,11,11,In Service,41.743316,-87.622849,"(41.743316, -87.622849)"
1594041785694887804,Pulaski & Ann Lurie Pl,9,9,In Service,41.8162761,-87.7246058,"(41.8162761, -87.7246058)"
1593766347538293666,Kostner Ave & 63rd St,9,9,In Service,41.778747,-87.732463,"(41.778747, -87.732463)"
1593766334653391756,Lavergne Ave & 46th St,9,9,In Service,41.80934,-87.7478312,"(41.80934, -87.7478312)"
1594041785694887806,Kenneth Ave & 50th St,6,6,In Service,41.8023156,-87.7344142,"(41.8023156, -87.7344142)"
1593766338948359064,Kildare Ave & 55th St,9,9,In Service,41.793357,-87.730598,"(41.793357, -87.730598)"
85,Michigan Ave & Oak St,23,23,In Service,41.90096039,-87.62377664,"(41.90096039, -87.62377664)"
145,Mies van der Rohe Way & Chestnut St,19,19,In Service,41.898586651,-87.621915226,"(41.8985866514, -87.6219152258)"
663,Lincolnwood Dr & Central St,15,15,In Service,42.064854,-87.715297,"(42.064854, -87.715297)"
331,Halsted St & Clybourn Ave,27,27,In Service,41.909668,-87.648128,"(41.909668, -87.648128)"
1594046392398205624,Washtenaw Ave & Polk St,9,9,In Service,41.8711028,-87.693683,"(41.8711028, -87.693683)"
1594046379513303720,Western Ave & Lake St,6,6,In Service,41.884606,-87.685853,"(41.884606, -87.685853)"
